group,dataset,table,campo,value
companhias,fre,titulo_exterior,identificacao_valor_mobiliario,CVRD36
companhias,fre,titulo_exterior,identificacao_valor_mobiliario,CVRD39
companhias,fre,titulo_exterior,identificacao_valor_mobiliario,N/A
companhias,fre,titulo_exterior,identificacao_valor_mobiliario,Unsecured Senior Notes
companhias,fre,titulo_exterior,identificacao_valor_mobiliario,VALE30
companhias,fre,titulo_exterior,identificacao_valor_mobiliario,VALE33
companhias,fre,titulo_exterior,identificacao_valor_mobiliario,VALE39 (reabertura)
companhias,fre,titulo_exterior,identificacao_valor_mobiliario,VALE42
companhias,fre,titulo_exterior,identificacao_valor_mobiliario,VALE54
companhias,fre,titulo_exterior,identificacao_valor_mobiliario,VALE54 (reabertura)
companhias,fre,titulo_exterior,identificacao_valor_mobiliario,Vale Canada2032
companhias,fre,titulo_exterior,possibilidade_resgate,S
companhias,fre,titulo_exterior,restricao_circulacao,S
companhias,fre,titulo_exterior,valor_mobiliario,Debêntures
companhias,fre,titulo_exterior,valor_mobiliario,Outros
companhias,fre,transacao_parte_relacionada,emprestimo_divida,N
companhias,fre,transacao_parte_relacionada,emprestimo_divida,S
companhias,fre,transacao_parte_relacionada,posicao_contratual_emissor," 5,13% a.a."
companhias,fre,transacao_parte_relacionada,posicao_contratual_emissor,Credor
companhias,fre,transacao_parte_relacionada,posicao_contratual_emissor,Devedor
companhias,fre,transacao_parte_relacionada,posicao_contratual_emissor,Outra
companhias,fre,transacao_parte_relacionada,tipo_pessoa,PF
companhias,fre,transacao_parte_relacionada,tipo_pessoa,PJ
companhias,ipe,ipe,especie,Ata
companhias,ipe,ipe,especie,Balanço Social
companhias,ipe,ipe,especie,Boletim de voto a distância
companhias,ipe,ipe,especie,Combinadas
companhias,ipe,ipe,especie,Condensadas
companhias,ipe,ipe,especie,"Declaração de Alienação de Participação Acionária Relevante - Art.12, §4º, da Instrução CVM nº358/02"
companhias,ipe,ipe,especie,Declaração de Aquisição de Participação Acionária Relevante - Art.12 da Instrução CVM nº358/02
companhias,ipe,ipe,especie,Demonstrações Financeiras em Padrões Internacionais
companhias,ipe,ipe,especie,Edital de Convocação
companhias,ipe,ipe,especie,Especialmente preparadas para Registro Inicial
companhias,ipe,ipe,especie,Instrução de voto
companhias,ipe,ipe,especie,Manual para participação
companhias,ipe,ipe,especie,Mapa Final de Votação Resumido
companhias,ipe,ipe,especie,Mapa Sintético dos votos enviados diretamente à Companhia
companhias,ipe,ipe,especie,Mapa consolidado de voto a distância
companhias,ipe,ipe,especie,Mapa do Depositário Central
companhias,ipe,ipe,especie,Mapa do Escriturador
companhias,ipe,ipe,especie,Mapa final de votação detalhado
companhias,ipe,ipe,especie,Material referente a pedidos públicos de procuração
companhias,ipe,ipe,especie,Proposta da Administração
companhias,ipe,ipe,especie,Prospecto Definitivo
companhias,ipe,ipe,especie,Prospecto Preliminar
companhias,ipe,ipe,especie,"Protocolo e Justificação de Incorporação, Fusão ou Cisão"
companhias,ipe,ipe,especie,Pró-forma
companhias,ipe,ipe,especie,Regulatórias
companhias,ipe,ipe,especie,Sumário das Decisões
companhias,ipe,ipe,tipo_apresentacao,AP - Apresentação
companhias,ipe,ipe,tipo_apresentacao,RC - Reapresentação por Exigência
companhias,ipe,ipe,tipo_apresentacao,RE - Reapresentação Espontânea
companhias,itr,bpa,escala_moeda,MIL
companhias,itr,bpa,escala_moeda,UNIDADE
companhias,itr,bpa,moeda,REAL
companhias,itr,bpa,ordem_exerc,PENÚLTIMO
companhias,itr,bpa,ordem_exerc,ÚLTIMO
companhias,itr,bpa,st_conta_fixa,N
companhias,itr,bpa,st_conta_fixa,S
companhias,itr,bpp,escala_moeda,MIL
companhias,itr,bpp,escala_moeda,UNIDADE
companhias,itr,bpp,moeda,REAL
companhias,itr,bpp,ordem_exerc,PENÚLTIMO
companhias,itr,bpp,ordem_exerc,ÚLTIMO
companhias,itr,bpp,st_conta_fixa,N
companhias,itr,bpp,st_conta_fixa,S
companhias,itr,dfc_md,escala_moeda,MIL
companhias,itr,dfc_md,escala_moeda,UNIDADE
companhias,itr,dfc_md,moeda,REAL
companhias,itr,dfc_md,ordem_exerc,PENÚLTIMO
companhias,itr,dfc_md,ordem_exerc,ÚLTIMO
companhias,itr,dfc_md,st_conta_fixa,N
companhias,itr,dfc_md,st_conta_fixa,S
companhias,itr,dfc_mi,escala_moeda,MIL
companhias,itr,dfc_mi,escala_moeda,UNIDADE
companhias,itr,dfc_mi,moeda,REAL
companhias,itr,dfc_mi,ordem_exerc,PENÚLTIMO
companhias,itr,dfc_mi,ordem_exerc,ÚLTIMO
companhias,itr,dfc_mi,st_conta_fixa,N
companhias,itr,dfc_mi,st_conta_fixa,S
companhias,itr,dmpl,coluna_df,Capital Social Integralizado
companhias,itr,dmpl,coluna_df,Lucros ou Prejuízos Acumulados
companhias,itr,dmpl,coluna_df,Outros Resultados Abrangentes
companhias,itr,dmpl,coluna_df,Participação dos Não Controladores
companhias,itr,dmpl,coluna_df,Patrimônio Líquido
companhias,itr,dmpl,coluna_df,"Reservas de Capital, Opções Outorgadas e Ações em Tesouraria"
companhias,itr,dmpl,coluna_df,Reservas de Lucro
companhias,itr,dmpl,escala_moeda,MIL
companhias,itr,dmpl,escala_moeda,UNIDADE
companhias,itr,dmpl,moeda,REAL
companhias,itr,dmpl,ordem_exerc,PENÚLTIMO
companhias,itr,dmpl,ordem_exerc,ÚLTIMO
companhias,itr,dmpl,st_conta_fixa,N
companhias,itr,dmpl,st_conta_fixa,S
companhias,itr,dra,escala_moeda,MIL
companhias,itr,dra,escala_moeda,UNIDADE
companhias,itr,dra,moeda,REAL
companhias,itr,dra,ordem_exerc,PENÚLTIMO
companhias,itr,dra,ordem_exerc,ÚLTIMO
companhias,itr,dra,st_conta_fixa,N
companhias,itr,dra,st_conta_fixa,S
companhias,itr,dre,escala_moeda,MIL
companhias,itr,dre,escala_moeda,UNIDADE
companhias,itr,dre,moeda,REAL
companhias,itr,dre,ordem_exerc,PENÚLTIMO
companhias,itr,dre,ordem_exerc,ÚLTIMO
companhias,itr,dre,st_conta_fixa,N
companhias,itr,dre,st_conta_fixa,S
companhias,itr,dva,escala_moeda,MIL
companhias,itr,dva,escala_moeda,UNIDADE
companhias,itr,dva,moeda,REAL
companhias,itr,dva,ordem_exerc,PENÚLTIMO
companhias,itr,dva,ordem_exerc,ÚLTIMO
companhias,itr,dva,st_conta_fixa,N
companhias,itr,dva,st_conta_fixa,S
companhias,itr,parecer,tp_parecer_decl,Declaração dos Diretores sobre as Demonstrações Financeiras
companhias,itr,parecer,tp_parecer_decl,Declaração dos Diretores sobre o Relatório do Auditor Independente
companhias,itr,parecer,tp_parecer_decl,Parecer do Conselho Fiscal ou Órgão Equivalente
companhias,itr,parecer,tp_parecer_decl,"Parecer ou Relatório Resumido, se houver, do Comitê de Auditoria (estatutário ou não)"
companhias,itr,parecer,tp_parecer_decl,"Relatório Resumido do Comitê de Auditoria (estatutário, previsto em regulamentação específica da CVM)"
companhias,itr,parecer,tp_parecer_decl,Relatório da Revisão Especial
companhias,itr,parecer,tp_relat_esp,Com Ressalva
companhias,itr,parecer,tp_relat_esp,Negativa de Opinião
companhias,itr,parecer,tp_relat_esp,Sem Ressalva
companhias,itr,submissao,categ_doc,ITR
companhias,vlmo,consolidado,tipo_ativo,Ações
companhias,vlmo,consolidado,tipo_ativo,BDR Patrocinados
companhias,vlmo,consolidado,tipo_ativo,Bônus de Subscrição
companhias,vlmo,consolidado,tipo_ativo,Debêntures
companhias,vlmo,consolidado,tipo_ativo,Derivativos
companhias,vlmo,consolidado,tipo_ativo,Opção de Compra
companhias,vlmo,consolidado,tipo_ativo,Opção de Venda
companhias,vlmo,consolidado,tipo_ativo,Opções de Plano de Remuneração
companhias,vlmo,consolidado,tipo_ativo,Outros
companhias,vlmo,consolidado,tipo_ativo,Recibo de Subscrição
companhias,vlmo,consolidado,tipo_ativo,Units
companhias,vlmo,consolidado,tipo_cargo,Conselho Fiscal ou Vinculado
companhias,vlmo,consolidado,tipo_cargo,Conselho de Administração ou Vinculado
companhias,vlmo,consolidado,tipo_cargo,Controlador ou Vinculado
companhias,vlmo,consolidado,tipo_cargo,Diretor ou Vinculado
companhias,vlmo,consolidado,tipo_cargo,Órgão Estatutário ou Vinculado
companhias,vlmo,consolidado,tipo_empresa,Companhia
companhias,vlmo,consolidado,tipo_empresa,Controlada
companhias,vlmo,consolidado,tipo_empresa,Controladora
companhias,vlmo,consolidado,tipo_movimentacao,Ações de exercício de bônus de subscrição
companhias,vlmo,consolidado,tipo_movimentacao,Ações de plano de remuneração
companhias,vlmo,consolidado,tipo_movimentacao,Ações decorrentes de exercício de opção de compra
companhias,vlmo,consolidado,tipo_movimentacao,Ações resultantes de conversão de debêntures
companhias,vlmo,consolidado,tipo_movimentacao,Bônus de subscrição exercido
companhias,vlmo,consolidado,tipo_movimentacao,Compra
companhias,vlmo,consolidado,tipo_movimentacao,Compra à termo
companhias,vlmo,consolidado,tipo_movimentacao,Compra à vista
companhias,vlmo,consolidado,tipo_movimentacao,Contratação de empréstimo (locador)
companhias,vlmo,consolidado,tipo_movimentacao,Contratação de empréstimo (tomador)
companhias,vlmo,consolidado,tipo_movimentacao,Desdobramento/bonificação
companhias,vlmo,consolidado,tipo_movimentacao,Desligamento/saída
companhias,vlmo,consolidado,tipo_movimentacao,Devolução de empréstimo (locador)
companhias,vlmo,consolidado,tipo_movimentacao,Devolução de empréstimo (tomador)
companhias,vlmo,consolidado,tipo_movimentacao,Doação (doador)
companhias,vlmo,consolidado,tipo_movimentacao,Doação (donatário)
companhias,vlmo,consolidado,tipo_movimentacao,Exercício de opção de Plano de Remuneração
companhias,vlmo,consolidado,tipo_movimentacao,Exercício opção de compra
companhias,vlmo,consolidado,tipo_movimentacao,Exercício opção de venda
companhias,vlmo,consolidado,tipo_movimentacao,Grupamento
companhias,vlmo,consolidado,tipo_movimentacao,Homologação de subscrição
companhias,vlmo,consolidado,tipo_movimentacao,Outras Entradas
companhias,vlmo,consolidado,tipo_movimentacao,Outras Saídas
companhias,vlmo,consolidado,tipo_movimentacao,Posse
companhias,vlmo,consolidado,tipo_movimentacao,Recebimento de opção de Plano de Remuneração
companhias,vlmo,consolidado,tipo_movimentacao,Saldo Inicial
companhias,vlmo,consolidado,tipo_movimentacao,Subscrição
companhias,vlmo,consolidado,tipo_movimentacao,Units de plano de remuneração
companhias,vlmo,consolidado,tipo_movimentacao,Venda
companhias,vlmo,consolidado,tipo_movimentacao,Venda à termo
companhias,vlmo,consolidado,tipo_movimentacao,Venda à vista
companhias,vlmo,consolidado,tipo_operacao,Crédito
companhias,vlmo,consolidado,tipo_operacao,Débito
companhias,vlmo,submissao,categoria,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358)
companhias,vlmo,submissao,tipo,Posição Consolidada
companhias,vlmo,submissao,tipo_apresentacao,AP - Apresentação
companhias,vlmo,submissao,tipo_apresentacao,RE - Reapresentação Espontânea
