group,dataset,table,campo,campo_original,descricao,dominio,tipo_dados,tamanho,precisao,scale,meta_status
companhias,fre,transacao_parte_relacionada,cnpj_companhia,CNPJ_Companhia,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,fre,transacao_parte_relacionada,data_referencia,Data_Referencia,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,fre,transacao_parte_relacionada,data_transacao,Data_Transacao,Data da transação,AAAA-MM-DD,date,10,,,available
companhias,fre,transacao_parte_relacionada,documento_parte_relacionada,Documento_Parte_Relacionada,Documento da Parte Relacionada,Alfanumérico,varchar,20,,,available
companhias,fre,transacao_parte_relacionada,duracao_transacao,Duracao_Transacao,Duração da transação,Alfanumérico,varchar,1000,,,available
companhias,fre,transacao_parte_relacionada,emprestimo_divida,Emprestimo_Divida,Indica se a transação é empréstimo ou outro tipo de dívida,S/N,varchar,1,,,available
companhias,fre,transacao_parte_relacionada,especificacao_posicao_contratual_emissor,Especificacao_Posicao_Contratual_Emissor,"Especificação quando a posição contratual do emissor for ""Outra""",Alfanumérico,varchar,1000,,,available
companhias,fre,transacao_parte_relacionada,garantia_seguro,Garantia_Seguro,Garantias e seguros,Alfanumérico,varchar,1000,,,available
companhias,fre,transacao_parte_relacionada,id_documento,ID_Documento,Identificador do documento,Numérico,int,,10,0,available
companhias,fre,transacao_parte_relacionada,montante_envolvido,Montante_Envolvido,Montante envolvido,Numérico,numeric,,18,2,available
companhias,fre,transacao_parte_relacionada,montante_interesse_parte_relacionada,Montante_Interesse_Parte_Relacionada,Montante correspondente ao interesse da parte relacionada no negócio,Alfanumérico,varchar,1000,,,available
companhias,fre,transacao_parte_relacionada,natureza_razao_operacao,Natureza_Razao_Operacao,Natureza e razão para operação,Alfanumérico,varchar,1000,,,available
companhias,fre,transacao_parte_relacionada,nome_companhia,Nome_Companhia,Nome da Companhia,Alfanumérico,varchar,100,,,available
companhias,fre,transacao_parte_relacionada,objeto_contrato,Objeto_Contrato,Objeto do contrato,Alfanumérico,varchar,1000,,,available
companhias,fre,transacao_parte_relacionada,parte_relacionada,Parte_Relacionada,Parte Relacionada,Alfanumérico,varchar,100,,,available
companhias,fre,transacao_parte_relacionada,posicao_contratual_emissor,Posicao_Contratual_Emissor,Indica se o emissor é credor ou devedor,Alfanumérico,varchar,7,,,available
companhias,fre,transacao_parte_relacionada,relacao_emissor,Relacao_Emissor,Relação com o emissor,Alfanumérico,varchar,8000,,,available
companhias,fre,transacao_parte_relacionada,rescisao,Rescisao,Rescisão,Alfanumérico,varchar,8000,,,available
companhias,fre,transacao_parte_relacionada,saldo_existente,Saldo_Existente,Saldo existente,Alfanumérico,varchar,100,,,available
companhias,fre,transacao_parte_relacionada,taxa_juros,Taxa_Juros,Taxa de juros,Numérico,numeric,,18,6,available
companhias,fre,transacao_parte_relacionada,tipo_pessoa,Tipo_Pessoa,Tipo de pessoa,PF/PJ,varchar,2,,,available
companhias,fre,transacao_parte_relacionada,versao,Versao,Versão do documento,Numérico,smallint,,5,0,available
companhias,itr,bpa,cd_conta,CD_CONTA,Código da conta,Numérico,varchar,18,,,available
companhias,itr,bpa,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,itr,bpa,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,itr,bpa,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,itr,bpa,ds_conta,DS_CONTA,Descrição da conta,Alfanumérico,varchar,100,,,available
companhias,itr,bpa,dt_fim_exerc,DT_FIM_EXERC,Data fim do exercício social,AAAA-MM-DD,date,10,,,available
companhias,itr,bpa,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,itr,bpa,escala_moeda,ESCALA_MOEDA,Escala monetária,Alfanumérico,varchar,100,,,available
companhias,itr,bpa,grupo_dfp,GRUPO_DFP,Nome e nível de agregação da demonstração,Alfanumérico,varchar,206,,,available
companhias,itr,bpa,moeda,MOEDA,Moeda,Alfanumérico,varchar,100,,,available
companhias,itr,bpa,ordem_exerc,ORDEM_EXERC,Ordem do exercício social,Alfanumérico,varchar,9,,,available
companhias,itr,bpa,st_conta_fixa,ST_CONTA_FIXA,Indica se é conta fixa ou não,S/N,varchar,1,,,available
companhias,itr,bpa,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,itr,bpa,vl_conta,VL_CONTA,Valor da conta,Numérico,decimal,,29,10,available
companhias,itr,bpp,cd_conta,CD_CONTA,Código da conta,Numérico,varchar,18,,,available
companhias,itr,bpp,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,itr,bpp,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,itr,bpp,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,itr,bpp,ds_conta,DS_CONTA,Descrição da conta,Alfanumérico,varchar,100,,,available
companhias,itr,bpp,dt_fim_exerc,DT_FIM_EXERC,Data fim do exercício social,AAAA-MM-DD,date,10,,,available
companhias,itr,bpp,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,itr,bpp,escala_moeda,ESCALA_MOEDA,Escala monetária,Alfanumérico,varchar,100,,,available
companhias,itr,bpp,grupo_dfp,GRUPO_DFP,Nome e nível de agregação da demonstração,Alfanumérico,varchar,206,,,available
companhias,itr,bpp,moeda,MOEDA,Moeda,Alfanumérico,varchar,100,,,available
companhias,itr,bpp,ordem_exerc,ORDEM_EXERC,Ordem do exercício social,Alfanumérico,varchar,9,,,available
companhias,itr,bpp,st_conta_fixa,ST_CONTA_FIXA,Indica se é conta fixa ou não,S/N,varchar,1,,,available
companhias,itr,bpp,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,itr,bpp,vl_conta,VL_CONTA,Valor da conta,Numérico,decimal,,29,10,available
companhias,itr,composicao_capital,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,itr,composicao_capital,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,itr,composicao_capital,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,itr,composicao_capital,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,itr,composicao_capital,qt_acao_ordin_tesouro,QT_ACAO_ORDIN_TESOURO,,,bigint,,19,0,available
companhias,itr,composicao_capital,qt_acao_total_tesouro,QT_ACAO_TOTAL_TESOURO,,,bigint,,19,0,available
companhias,itr,composicao_capital,qt_acao_total_cap_integr,QT_ACAO_TOTAL_CAP_INTEGR,,,bigint,,19,0,available
companhias,itr,composicao_capital,qt_acao_pref_tesouro,QT_ACAO_PREF_TESOURO,,,bigint,,19,0,available
companhias,itr,composicao_capital,qt_acao_pref_cap_integr,QT_ACAO_PREF_CAP_INTEGR,,,bigint,,19,0,available
companhias,itr,composicao_capital,qt_acao_ordin_cap_integr,QT_ACAO_ORDIN_CAP_INTEGR,,,bigint,,19,0,available
companhias,itr,dfc_md,cd_conta,CD_CONTA,Código da conta,Numérico,varchar,18,,,available
companhias,itr,dfc_md,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,itr,dfc_md,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,itr,dfc_md,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,itr,dfc_md,ds_conta,DS_CONTA,Descrição da conta,Alfanumérico,varchar,100,,,available
companhias,itr,dfc_md,dt_fim_exerc,DT_FIM_EXERC,Data fim do exercício social,AAAA-MM-DD,date,10,,,available
companhias,itr,dfc_md,dt_ini_exerc,DT_INI_EXERC,Data início do exercício social,AAAA-MM-DD,date,10,,,available
companhias,itr,dfc_md,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,itr,dfc_md,escala_moeda,ESCALA_MOEDA,Escala monetária,Alfanumérico,varchar,100,,,available
companhias,itr,dfc_md,grupo_dfp,GRUPO_DFP,Nome e nível de agregação da demonstração,Alfanumérico,varchar,206,,,available
companhias,itr,dfc_md,moeda,MOEDA,Moeda,Alfanumérico,varchar,100,,,available
companhias,itr,dfc_md,ordem_exerc,ORDEM_EXERC,Ordem do exercício social,Alfanumérico,varchar,9,,,available
companhias,itr,dfc_md,st_conta_fixa,ST_CONTA_FIXA,Indica se é conta fixa ou não,S/N,varchar,1,,,available
companhias,itr,dfc_md,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,itr,dfc_md,vl_conta,VL_CONTA,Valor da conta,Numérico,decimal,,29,10,available
companhias,itr,dfc_mi,cd_conta,CD_CONTA,Código da conta,Numérico,varchar,18,,,available
companhias,itr,dfc_mi,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,itr,dfc_mi,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,itr,dfc_mi,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,itr,dfc_mi,ds_conta,DS_CONTA,Descrição da conta,Alfanumérico,varchar,100,,,available
companhias,itr,dfc_mi,dt_fim_exerc,DT_FIM_EXERC,Data fim do exercício social,AAAA-MM-DD,date,10,,,available
companhias,itr,dfc_mi,dt_ini_exerc,DT_INI_EXERC,Data início do exercício social,AAAA-MM-DD,date,10,,,available
companhias,itr,dfc_mi,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,itr,dfc_mi,escala_moeda,ESCALA_MOEDA,Escala monetária,Alfanumérico,varchar,100,,,available
companhias,itr,dfc_mi,grupo_dfp,GRUPO_DFP,Nome e nível de agregação da demonstração,Alfanumérico,varchar,206,,,available
companhias,itr,dfc_mi,moeda,MOEDA,Moeda,Alfanumérico,varchar,100,,,available
companhias,itr,dfc_mi,ordem_exerc,ORDEM_EXERC,Ordem do exercício social,Alfanumérico,varchar,9,,,available
companhias,itr,dfc_mi,st_conta_fixa,ST_CONTA_FIXA,Indica se é conta fixa ou não,S/N,varchar,1,,,available
companhias,itr,dfc_mi,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,itr,dfc_mi,vl_conta,VL_CONTA,Valor da conta,Numérico,decimal,,29,10,available
companhias,itr,dmpl,cd_conta,CD_CONTA,Código da conta,Numérico,varchar,18,,,available
companhias,itr,dmpl,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,itr,dmpl,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,itr,dmpl,coluna_df,COLUNA_DF,Coluna da demonstração financeira,Alfanumérico,varchar,60,,,available
companhias,itr,dmpl,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,itr,dmpl,ds_conta,DS_CONTA,Descrição da conta,Alfanumérico,varchar,100,,,available
companhias,itr,dmpl,dt_fim_exerc,DT_FIM_EXERC,Data fim do exercício social,AAAA-MM-DD,date,10,,,available
companhias,itr,dmpl,dt_ini_exerc,DT_INI_EXERC,Data início do exercício social,AAAA-MM-DD,date,10,,,available
companhias,itr,dmpl,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,itr,dmpl,escala_moeda,ESCALA_MOEDA,Escala monetária,Alfanumérico,varchar,100,,,available
companhias,itr,dmpl,grupo_dfp,GRUPO_DFP,Nome e nível de agregação da demonstração,Alfanumérico,varchar,206,,,available
companhias,itr,dmpl,moeda,MOEDA,Moeda,Alfanumérico,varchar,100,,,available
companhias,itr,dmpl,ordem_exerc,ORDEM_EXERC,Ordem do exercício social,Alfanumérico,varchar,9,,,available
companhias,itr,dmpl,st_conta_fixa,ST_CONTA_FIXA,Indica se é conta fixa ou não,S/N,varchar,1,,,available
companhias,itr,dmpl,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,itr,dmpl,vl_conta,VL_CONTA,Valor da conta,Numérico,decimal,,29,10,available
companhias,itr,dra,cd_conta,CD_CONTA,Código da conta,Numérico,varchar,18,,,available
companhias,itr,dra,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,itr,dra,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,itr,dra,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,itr,dra,ds_conta,DS_CONTA,Descrição da conta,Alfanumérico,varchar,100,,,available
companhias,itr,dra,dt_fim_exerc,DT_FIM_EXERC,Data fim do exercício social,AAAA-MM-DD,date,10,,,available
companhias,itr,dra,dt_ini_exerc,DT_INI_EXERC,Data início do exercício social,AAAA-MM-DD,date,10,,,available
companhias,itr,dra,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,itr,dra,escala_moeda,ESCALA_MOEDA,Escala monetária,Alfanumérico,varchar,100,,,available
companhias,itr,dra,grupo_dfp,GRUPO_DFP,Nome e nível de agregação da demonstração,Alfanumérico,varchar,206,,,available
companhias,itr,dra,moeda,MOEDA,Moeda,Alfanumérico,varchar,100,,,available
companhias,itr,dra,ordem_exerc,ORDEM_EXERC,Ordem do exercício social,Alfanumérico,varchar,9,,,available
companhias,itr,dra,st_conta_fixa,ST_CONTA_FIXA,Indica se é conta fixa ou não,S/N,varchar,1,,,available
companhias,itr,dra,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,itr,dra,vl_conta,VL_CONTA,Valor da conta,Numérico,decimal,,29,10,available
companhias,itr,dre,cd_conta,CD_CONTA,Código da conta,Numérico,varchar,18,,,available
companhias,itr,dre,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,itr,dre,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,itr,dre,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,itr,dre,ds_conta,DS_CONTA,Descrição da conta,Alfanumérico,varchar,100,,,available
companhias,itr,dre,dt_fim_exerc,DT_FIM_EXERC,Data fim do exercício social,AAAA-MM-DD,date,10,,,available
companhias,itr,dre,dt_ini_exerc,DT_INI_EXERC,Data início do exercício social,AAAA-MM-DD,date,10,,,available
companhias,itr,dre,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,itr,dre,escala_moeda,ESCALA_MOEDA,Escala monetária,Alfanumérico,varchar,100,,,available
companhias,itr,dre,grupo_dfp,GRUPO_DFP,Nome e nível de agregação da demonstração,Alfanumérico,varchar,206,,,available
companhias,itr,dre,moeda,MOEDA,Moeda,Alfanumérico,varchar,100,,,available
companhias,itr,dre,ordem_exerc,ORDEM_EXERC,Ordem do exercício social,Alfanumérico,varchar,9,,,available
companhias,itr,dre,st_conta_fixa,ST_CONTA_FIXA,Indica se é conta fixa ou não,S/N,varchar,1,,,available
companhias,itr,dre,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,itr,dre,vl_conta,VL_CONTA,Valor da conta,Numérico,decimal,,29,10,available
companhias,itr,dva,cd_conta,CD_CONTA,Código da conta,Numérico,varchar,18,,,available
companhias,itr,dva,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,itr,dva,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,itr,dva,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,itr,dva,ds_conta,DS_CONTA,Descrição da conta,Alfanumérico,varchar,100,,,available
companhias,itr,dva,dt_fim_exerc,DT_FIM_EXERC,Data fim do exercício social,AAAA-MM-DD,date,10,,,available
companhias,itr,dva,dt_ini_exerc,DT_INI_EXERC,Data início do exercício social,AAAA-MM-DD,date,10,,,available
companhias,itr,dva,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,itr,dva,escala_moeda,ESCALA_MOEDA,Escala monetária,Alfanumérico,varchar,100,,,available
companhias,itr,dva,grupo_dfp,GRUPO_DFP,Nome e nível de agregação da demonstração,Alfanumérico,varchar,206,,,available
companhias,itr,dva,moeda,MOEDA,Moeda,Alfanumérico,varchar,100,,,available
companhias,itr,dva,ordem_exerc,ORDEM_EXERC,Ordem do exercício social,Alfanumérico,varchar,9,,,available
companhias,itr,dva,st_conta_fixa,ST_CONTA_FIXA,Indica se é conta fixa ou não,S/N,varchar,1,,,available
companhias,itr,dva,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,itr,dva,vl_conta,VL_CONTA,Valor da conta,Numérico,decimal,,29,10,available
companhias,itr,parecer,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,itr,parecer,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,itr,parecer,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,itr,parecer,num_item_parecer_decl,NUM_ITEM_PARECER_DECL,Número da linha do texto do Parecer/Declaração,Numérico,smallint,,5,0,available
companhias,itr,parecer,tp_parecer_decl,TP_PARECER_DECL,Tipo do Parecer/Declaração,Alfanumérico,varchar,101,,,available
companhias,itr,parecer,tp_relat_esp,TP_RELAT_ESP,Tipo Relatório da Revisão Especial,Alfanumérico,varchar,19,,,available
companhias,itr,parecer,txt_parecer_decl,TXT_PARECER_DECL,Texto do Parecer/Declaração,Alfanumérico,varchar,8000,,,available
companhias,itr,parecer,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,itr,submissao,categ_doc,CATEG_DOC,Categoria do documento,Alfanumérico,varchar,20,,,available
companhias,itr,submissao,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,itr,submissao,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,itr,submissao,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,itr,submissao,dt_receb,DT_RECEB,Data da recebimento do documento,AAAA-MM-DD,date,10,,,available
companhias,itr,submissao,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,itr,submissao,id_doc,ID_DOC,Identificador do documento,Numérico,int,,10,0,available
companhias,itr,submissao,link_doc,LINK_DOC,Endereço para download do documento,Alfanumérico,varchar,121,,,available
companhias,itr,submissao,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
