group,dataset,table,campo,campo_original,descricao,dominio,tipo_dados,tamanho,precisao,scale,meta_status
companhias,cad,companhias,auditor,AUDITOR,Nome do Auditor,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,bairro,BAIRRO,Bairro,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,bairro_resp,BAIRRO_RESP,Bairro do responsável,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,categ_reg,CATEG_REG,Categoria do registro,Alfanumérico,varchar,20,,,available
companhias,cad,companhias,cd_cvm,CD_CVM,Código CVM,Numérico,numeric,,7,0,available
companhias,cad,companhias,cep,CEP,CEP,Numérico,numeric,,8,0,available
companhias,cad,companhias,cep_resp,CEP_RESP,CEP do responsável,Numérico,numeric,,8,0,available
companhias,cad,companhias,cnpj_auditor,CNPJ_AUDITOR,CNPJ do Auditor,Alfanumérico,varchar,20,,,available
companhias,cad,companhias,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,cad,companhias,compl,COMPL,Complemento de endereço,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,compl_resp,COMPL_RESP,Complemento de endereço do responsável,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,controle_acionario,CONTROLE_ACIONARIO,Controle Acionário,Alfanumérico,varchar,30,,,available
companhias,cad,companhias,ddd_fax,DDD_FAX,Código de DDD (FAX),Numérico,varchar,4,,,available
companhias,cad,companhias,ddd_fax_resp,DDD_FAX_RESP,Código de DDD (FAX) do responsável,Numérico,varchar,4,,,available
companhias,cad,companhias,ddd_tel,DDD_TEL,Código de DDD (Telefone),Numérico,varchar,4,,,available
companhias,cad,companhias,ddd_tel_resp,DDD_TEL_RESP,Código de DDD (Telefone) do responsável,Numérico,varchar,4,,,available
companhias,cad,companhias,denom_comerc,DENOM_COMERC,Denominação Comercial,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,denom_social,DENOM_SOCIAL,Denominação Social,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,dt_cancel,DT_CANCEL,Data de cancelamento,AAAA-MM-DD,date,10,,,available
companhias,cad,companhias,dt_const,DT_CONST,Data de constituição,AAAA-MM-DD,date,10,,,available
companhias,cad,companhias,dt_ini_categ,DT_INI_CATEG,Data início da categoria do registro,AAAA-MM-DD,date,10,,,available
companhias,cad,companhias,dt_ini_resp,DT_INI_RESP,Data início de atuação do responsável,AAAA-MM-DD,date,10,,,available
companhias,cad,companhias,dt_ini_sit,DT_INI_SIT,Data início da situação,AAAA-MM-DD,date,10,,,available
companhias,cad,companhias,dt_ini_sit_emissor,DT_INI_SIT_EMISSOR,Data início da situação do emissor,AAAA-MM-DD,date,10,,,available
companhias,cad,companhias,dt_reg,DT_REG,Data de registro,AAAA-MM-DD,date,10,,,available
companhias,cad,companhias,email,EMAIL,Endereço de e-mail,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,email_resp,EMAIL_RESP,Endereço de e-mail do responsável,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,fax,FAX,FAX,Numérico,numeric,,15,0,available
companhias,cad,companhias,fax_resp,FAX_RESP,FAX do responsável,Numérico,numeric,,15,0,available
companhias,cad,companhias,logradouro,LOGRADOURO,Logradouro,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,logradouro_resp,LOGRADOURO_RESP,Logradouro do responsável,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,motivo_cancel,MOTIVO_CANCEL,Motivo de cancelamento,Alfanumérico,varchar,80,,,available
companhias,cad,companhias,mun,MUN,Nome do município,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,mun_resp,MUN_RESP,Nome do município do responsável,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,pais,PAIS,País,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,pais_resp,PAIS_RESP,País do responsável,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,resp,RESP,Nome do Responsável,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,setor_ativ,SETOR_ATIV,Setor de atividade,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,sit,SIT,Situação,Alfanumérico,varchar,40,,,available
companhias,cad,companhias,sit_emissor,SIT_EMISSOR,Descrição da situação do emissor,Alfanumérico,char,80,,,available
companhias,cad,companhias,tel,TEL,Telefone,Numérico,numeric,,15,0,available
companhias,cad,companhias,tel_resp,TEL_RESP,Telefone do responsável,Numérico,numeric,,15,0,available
companhias,cad,companhias,tp_ender,TP_ENDER,Tipo de endereço,Alfanumérico,char,30,,,available
companhias,cad,companhias,tp_merc,TP_MERC,Tipo de mercado,Alfanumérico,varchar,50,,,available
companhias,cad,companhias,tp_resp,TP_RESP,Tipo de responsável,Alfanumérico,varchar,100,,,available
companhias,cad,companhias,uf,UF,Unidade da Federação,Alfanumérico,char,2,,,available
companhias,cad,companhias,uf_resp,UF_RESP,Unidade da Federação do responsável,Alfanumérico,char,2,,,available
companhias,dfp,bpa,cd_conta,CD_CONTA,Código da conta,Numérico,varchar,18,,,available
companhias,dfp,bpa,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,dfp,bpa,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,dfp,bpa,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,dfp,bpa,ds_conta,DS_CONTA,Descrição da conta,Alfanumérico,varchar,100,,,available
companhias,dfp,bpa,dt_fim_exerc,DT_FIM_EXERC,Data fim do exercício social,AAAA-MM-DD,date,10,,,available
companhias,dfp,bpa,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,dfp,bpa,escala_moeda,ESCALA_MOEDA,Escala monetária,Alfanumérico,varchar,100,,,available
companhias,dfp,bpa,grupo_dfp,GRUPO_DFP,Nome e nível de agregação da demonstração,Alfanumérico,varchar,206,,,available
companhias,dfp,bpa,moeda,MOEDA,Moeda,Alfanumérico,varchar,100,,,available
companhias,dfp,bpa,ordem_exerc,ORDEM_EXERC,Ordem do exercício social,Alfanumérico,varchar,9,,,available
companhias,dfp,bpa,st_conta_fixa,ST_CONTA_FIXA,Indica se é conta fixa ou não,S/N,varchar,1,,,available
companhias,dfp,bpa,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,dfp,bpa,vl_conta,VL_CONTA,Valor da conta,Numérico,decimal,,29,10,available
companhias,dfp,bpp,cd_conta,CD_CONTA,Código da conta,Numérico,varchar,18,,,available
companhias,dfp,bpp,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,dfp,bpp,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,dfp,bpp,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,dfp,bpp,ds_conta,DS_CONTA,Descrição da conta,Alfanumérico,varchar,100,,,available
companhias,dfp,bpp,dt_fim_exerc,DT_FIM_EXERC,Data fim do exercício social,AAAA-MM-DD,date,10,,,available
companhias,dfp,bpp,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,dfp,bpp,escala_moeda,ESCALA_MOEDA,Escala monetária,Alfanumérico,varchar,100,,,available
companhias,dfp,bpp,grupo_dfp,GRUPO_DFP,Nome e nível de agregação da demonstração,Alfanumérico,varchar,206,,,available
companhias,dfp,bpp,moeda,MOEDA,Moeda,Alfanumérico,varchar,100,,,available
companhias,dfp,bpp,ordem_exerc,ORDEM_EXERC,Ordem do exercício social,Alfanumérico,varchar,9,,,available
companhias,dfp,bpp,st_conta_fixa,ST_CONTA_FIXA,Indica se é conta fixa ou não,S/N,varchar,1,,,available
companhias,dfp,bpp,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,dfp,bpp,vl_conta,VL_CONTA,Valor da conta,Numérico,decimal,,29,10,available
companhias,dfp,composicao_capital,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,dfp,composicao_capital,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,dfp,composicao_capital,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,dfp,composicao_capital,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,dfp,composicao_capital,qt_acao_ordin_tesouro,QT_ACAO_ORDIN_TESOURO,,,bigint,,19,0,available
companhias,dfp,composicao_capital,qt_acao_total_tesouro,QT_ACAO_TOTAL_TESOURO,,,bigint,,19,0,available
companhias,dfp,composicao_capital,qt_acao_total_cap_integr,QT_ACAO_TOTAL_CAP_INTEGR,,,bigint,,19,0,available
companhias,dfp,composicao_capital,qt_acao_pref_tesouro,QT_ACAO_PREF_TESOURO,,,bigint,,19,0,available
companhias,dfp,composicao_capital,qt_acao_pref_cap_integr,QT_ACAO_PREF_CAP_INTEGR,,,bigint,,19,0,available
companhias,dfp,composicao_capital,qt_acao_ordin_cap_integr,QT_ACAO_ORDIN_CAP_INTEGR,,,bigint,,19,0,available
companhias,dfp,dfc_md,cd_conta,CD_CONTA,Código da conta,Numérico,varchar,18,,,available
companhias,dfp,dfc_md,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,dfp,dfc_md,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,dfp,dfc_md,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,dfp,dfc_md,ds_conta,DS_CONTA,Descrição da conta,Alfanumérico,varchar,100,,,available
companhias,dfp,dfc_md,dt_fim_exerc,DT_FIM_EXERC,Data fim do exercício social,AAAA-MM-DD,date,10,,,available
companhias,dfp,dfc_md,dt_ini_exerc,DT_INI_EXERC,Data início do exercício social,AAAA-MM-DD,date,10,,,available
companhias,dfp,dfc_md,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,dfp,dfc_md,escala_moeda,ESCALA_MOEDA,Escala monetária,Alfanumérico,varchar,100,,,available
companhias,dfp,dfc_md,grupo_dfp,GRUPO_DFP,Nome e nível de agregação da demonstração,Alfanumérico,varchar,206,,,available
companhias,dfp,dfc_md,moeda,MOEDA,Moeda,Alfanumérico,varchar,100,,,available
companhias,dfp,dfc_md,ordem_exerc,ORDEM_EXERC,Ordem do exercício social,Alfanumérico,varchar,9,,,available
companhias,dfp,dfc_md,st_conta_fixa,ST_CONTA_FIXA,Indica se é conta fixa ou não,S/N,varchar,1,,,available
companhias,dfp,dfc_md,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,dfp,dfc_md,vl_conta,VL_CONTA,Valor da conta,Numérico,decimal,,29,10,available
companhias,dfp,dfc_mi,cd_conta,CD_CONTA,Código da conta,Numérico,varchar,18,,,available
companhias,dfp,dfc_mi,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,dfp,dfc_mi,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,dfp,dfc_mi,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,dfp,dfc_mi,ds_conta,DS_CONTA,Descrição da conta,Alfanumérico,varchar,100,,,available
companhias,dfp,dfc_mi,dt_fim_exerc,DT_FIM_EXERC,Data fim do exercício social,AAAA-MM-DD,date,10,,,available
companhias,dfp,dfc_mi,dt_ini_exerc,DT_INI_EXERC,Data início do exercício social,AAAA-MM-DD,date,10,,,available
companhias,dfp,dfc_mi,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,dfp,dfc_mi,escala_moeda,ESCALA_MOEDA,Escala monetária,Alfanumérico,varchar,100,,,available
companhias,dfp,dfc_mi,grupo_dfp,GRUPO_DFP,Nome e nível de agregação da demonstração,Alfanumérico,varchar,206,,,available
companhias,dfp,dfc_mi,moeda,MOEDA,Moeda,Alfanumérico,varchar,100,,,available
companhias,dfp,dfc_mi,ordem_exerc,ORDEM_EXERC,Ordem do exercício social,Alfanumérico,varchar,9,,,available
companhias,dfp,dfc_mi,st_conta_fixa,ST_CONTA_FIXA,Indica se é conta fixa ou não,S/N,varchar,1,,,available
companhias,dfp,dfc_mi,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,dfp,dfc_mi,vl_conta,VL_CONTA,Valor da conta,Numérico,decimal,,29,10,available
companhias,dfp,dmpl,cd_conta,CD_CONTA,Código da conta,Numérico,varchar,18,,,available
companhias,dfp,dmpl,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,dfp,dmpl,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,dfp,dmpl,coluna_df,COLUNA_DF,Coluna da demonstração financeira,Alfanumérico,varchar,60,,,available
companhias,dfp,dmpl,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,dfp,dmpl,ds_conta,DS_CONTA,Descrição da conta,Alfanumérico,varchar,100,,,available
companhias,dfp,dmpl,dt_fim_exerc,DT_FIM_EXERC,Data fim do exercício social,AAAA-MM-DD,date,10,,,available
companhias,dfp,dmpl,dt_ini_exerc,DT_INI_EXERC,Data início do exercício social,AAAA-MM-DD,date,10,,,available
companhias,dfp,dmpl,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,dfp,dmpl,escala_moeda,ESCALA_MOEDA,Escala monetária,Alfanumérico,varchar,100,,,available
companhias,dfp,dmpl,grupo_dfp,GRUPO_DFP,Nome e nível de agregação da demonstração,Alfanumérico,varchar,206,,,available
companhias,dfp,dmpl,moeda,MOEDA,Moeda,Alfanumérico,varchar,100,,,available
companhias,dfp,dmpl,ordem_exerc,ORDEM_EXERC,Ordem do exercício social,Alfanumérico,varchar,9,,,available
companhias,dfp,dmpl,st_conta_fixa,ST_CONTA_FIXA,Indica se é conta fixa ou não,S/N,varchar,1,,,available
companhias,dfp,dmpl,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,dfp,dmpl,vl_conta,VL_CONTA,Valor da conta,Numérico,decimal,,29,10,available
companhias,dfp,dra,cd_conta,CD_CONTA,Código da conta,Numérico,varchar,18,,,available
companhias,dfp,dra,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,dfp,dra,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,dfp,dra,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,dfp,dra,ds_conta,DS_CONTA,Descrição da conta,Alfanumérico,varchar,100,,,available
companhias,dfp,dra,dt_fim_exerc,DT_FIM_EXERC,Data fim do exercício social,AAAA-MM-DD,date,10,,,available
companhias,dfp,dra,dt_ini_exerc,DT_INI_EXERC,Data início do exercício social,AAAA-MM-DD,date,10,,,available
companhias,dfp,dra,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,dfp,dra,escala_moeda,ESCALA_MOEDA,Escala monetária,Alfanumérico,varchar,100,,,available
companhias,dfp,dra,grupo_dfp,GRUPO_DFP,Nome e nível de agregação da demonstração,Alfanumérico,varchar,206,,,available
companhias,dfp,dra,moeda,MOEDA,Moeda,Alfanumérico,varchar,100,,,available
companhias,dfp,dra,ordem_exerc,ORDEM_EXERC,Ordem do exercício social,Alfanumérico,varchar,9,,,available
companhias,dfp,dra,st_conta_fixa,ST_CONTA_FIXA,Indica se é conta fixa ou não,S/N,varchar,1,,,available
companhias,dfp,dra,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,dfp,dra,vl_conta,VL_CONTA,Valor da conta,Numérico,decimal,,29,10,available
companhias,dfp,dre,cd_conta,CD_CONTA,Código da conta,Numérico,varchar,18,,,available
companhias,dfp,dre,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,dfp,dre,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,dfp,dre,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,dfp,dre,ds_conta,DS_CONTA,Descrição da conta,Alfanumérico,varchar,100,,,available
companhias,dfp,dre,dt_fim_exerc,DT_FIM_EXERC,Data fim do exercício social,AAAA-MM-DD,date,10,,,available
companhias,dfp,dre,dt_ini_exerc,DT_INI_EXERC,Data início do exercício social,AAAA-MM-DD,date,10,,,available
companhias,dfp,dre,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,dfp,dre,escala_moeda,ESCALA_MOEDA,Escala monetária,Alfanumérico,varchar,100,,,available
companhias,dfp,dre,grupo_dfp,GRUPO_DFP,Nome e nível de agregação da demonstração,Alfanumérico,varchar,206,,,available
companhias,dfp,dre,moeda,MOEDA,Moeda,Alfanumérico,varchar,100,,,available
companhias,dfp,dre,ordem_exerc,ORDEM_EXERC,Ordem do exercício social,Alfanumérico,varchar,9,,,available
companhias,dfp,dre,st_conta_fixa,ST_CONTA_FIXA,Indica se é conta fixa ou não,S/N,varchar,1,,,available
companhias,dfp,dre,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,dfp,dre,vl_conta,VL_CONTA,Valor da conta,Numérico,decimal,,29,10,available
companhias,dfp,dva,cd_conta,CD_CONTA,Código da conta,Numérico,varchar,18,,,available
companhias,dfp,dva,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,dfp,dva,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,dfp,dva,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,dfp,dva,ds_conta,DS_CONTA,Descrição da conta,Alfanumérico,varchar,100,,,available
companhias,dfp,dva,dt_fim_exerc,DT_FIM_EXERC,Data fim do exercício social,AAAA-MM-DD,date,10,,,available
companhias,dfp,dva,dt_ini_exerc,DT_INI_EXERC,Data início do exercício social,AAAA-MM-DD,date,10,,,available
companhias,dfp,dva,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,dfp,dva,escala_moeda,ESCALA_MOEDA,Escala monetária,Alfanumérico,varchar,100,,,available
companhias,dfp,dva,grupo_dfp,GRUPO_DFP,Nome e nível de agregação da demonstração,Alfanumérico,varchar,206,,,available
companhias,dfp,dva,moeda,MOEDA,Moeda,Alfanumérico,varchar,100,,,available
companhias,dfp,dva,ordem_exerc,ORDEM_EXERC,Ordem do exercício social,Alfanumérico,varchar,9,,,available
companhias,dfp,dva,st_conta_fixa,ST_CONTA_FIXA,Indica se é conta fixa ou não,S/N,varchar,1,,,available
companhias,dfp,dva,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,dfp,dva,vl_conta,VL_CONTA,Valor da conta,Numérico,decimal,,29,10,available
companhias,dfp,parecer,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,dfp,parecer,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,dfp,parecer,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,dfp,parecer,num_item_parecer_decl,NUM_ITEM_PARECER_DECL,Número da linha do texto do Parecer/Declaração,Numérico,smallint,,5,0,available
companhias,dfp,parecer,tp_parecer_decl,TP_PARECER_DECL,Tipo do Parecer/Declaração,Alfanumérico,varchar,101,,,available
companhias,dfp,parecer,tp_relat_aud,TP_RELAT_AUD,Tipo Relatório do Auditor Independente,Alfanumérico,varchar,19,,,available
companhias,dfp,parecer,txt_parecer_decl,TXT_PARECER_DECL,Texto do Parecer/Declaração,Alfanumérico,varchar,8000,,,available
companhias,dfp,parecer,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,dfp,submissao,categ_doc,CATEG_DOC,Categoria do documento,Alfanumérico,varchar,20,,,available
companhias,dfp,submissao,cd_cvm,CD_CVM,Código CVM,Numérico,char,6,,,available
companhias,dfp,submissao,cnpj_cia,CNPJ_CIA,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,dfp,submissao,denom_cia,DENOM_CIA,Nome empresarial da companhia,Alfanumérico,varchar,100,,,available
companhias,dfp,submissao,dt_receb,DT_RECEB,Data da recebimento do documento,AAAA-MM-DD,date,10,,,available
companhias,dfp,submissao,dt_refer,DT_REFER,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,dfp,submissao,id_doc,ID_DOC,Identificador do documento,Numérico,int,,10,0,available
companhias,dfp,submissao,link_doc,LINK_DOC,Endereço para download do documento,Alfanumérico,varchar,121,,,available
companhias,dfp,submissao,versao,VERSAO,Versão do documento,Numérico,smallint,,5,0,available
companhias,fre,acao_entregue,cnpj_companhia,CNPJ_Companhia,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,fre,acao_entregue,data_fim_exercicio_social,Data_Fim_Exercicio_Social,Data fim do Exercício Social,AAAA-MM-DD,date,10,,,available
companhias,fre,acao_entregue,data_inicio_exercicio_social,Data_Inicio_Exercicio_Social,Data de início do Exercício Social,AAAA-MM-DD,date,10,,,available
companhias,fre,acao_entregue,data_referencia,Data_Referencia,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,fre,acao_entregue,id_documento,ID_Documento,Identificador do documento,Numérico,int,,10,0,available
companhias,fre,acao_entregue,nome_companhia,Nome_Companhia,Nome da Companhia,Alfanumérico,varchar,100,,,available
companhias,fre,acao_entregue,orgao_administracao,Orgao_Administracao,Órgão da administração,Alfanumérico,varchar,50,,,available
companhias,fre,acao_entregue,versao,Versao,Versão do documento,Numérico,smallint,,5,0,available
companhias,fre,acao_entregue,valor_diferenca_aquisicao_mercado,Valor_Diferenca_Aquisicao_Mercado,,,numeric,,18,2,available
companhias,fre,acao_entregue,preco_medio_ponderado_aquisicao,Preco_Medio_Ponderado_Aquisicao,,,numeric,,18,2,available
companhias,fre,acao_entregue,preco_medio_ponderado_mercado,Preco_Medio_Ponderado_Mercado,,,numeric,,18,2,available
companhias,fre,acao_entregue,quantidade_acoes,Quantidade_Acoes,,,int,,10,0,available
companhias,fre,acao_entregue,quantidade_membros_remunerados,Quantidade_Membros_Remunerados,,,numeric,,18,2,available
companhias,fre,acao_entregue,quantidade_total_membros,Quantidade_Total_Membros,,,numeric,,18,2,available
companhias,fre,administrador_declaracao_genero,cnpj_companhia,CNPJ_Companhia,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,fre,administrador_declaracao_genero,data_referencia,Data_Referencia,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,fre,administrador_declaracao_genero,id_documento,ID_Documento,Identificador do documento,Numérico,int,,10,0,available
companhias,fre,administrador_declaracao_genero,nome_companhia,Nome_Companhia,Nome da Companhia,Alfanumérico,varchar,100,,,available
companhias,fre,administrador_declaracao_genero,orgao_administracao,Orgao_Administracao,Órgão da administração,Alfanumérico,varchar,100,,,available
companhias,fre,administrador_declaracao_genero,versao,Versao,Versão do documento,Numérico,smallint,,5,0,available
companhias,fre,administrador_declaracao_genero,quantidade_nao_binario,Quantidade_Nao_Binario,,,int,,10,0,available
companhias,fre,administrador_declaracao_genero,quantidade_sem_resposta,Quantidade_Sem_Resposta,,,int,,10,0,available
companhias,fre,administrador_declaracao_genero,quantidade_feminino,Quantidade_Feminino,,,int,,10,0,available
companhias,fre,administrador_declaracao_genero,quantidade_masculino,Quantidade_Masculino,,,int,,10,0,available
companhias,fre,administrador_declaracao_genero,quantidade_outros,Quantidade_Outros,,,int,,10,0,available
companhias,fre,administrador_declaracao_genero,nao_aplicavel,Nao_Aplicavel,,,varchar,1,,,available
companhias,fre,administrador_declaracao_raca,cnpj_companhia,CNPJ_Companhia,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,fre,administrador_declaracao_raca,data_referencia,Data_Referencia,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,fre,administrador_declaracao_raca,id_documento,ID_Documento,Identificador do documento,Numérico,int,,10,0,available
companhias,fre,administrador_declaracao_raca,nome_companhia,Nome_Companhia,Nome da Companhia,Alfanumérico,varchar,100,,,available
companhias,fre,administrador_declaracao_raca,orgao_administracao,Orgao_Administracao,Órgão da administração,Alfanumérico,varchar,100,,,available
companhias,fre,administrador_declaracao_raca,versao,Versao,Versão do documento,Numérico,smallint,,5,0,available
companhias,fre,administrador_declaracao_raca,quantidade_preto,Quantidade_Preto,,,int,,10,0,available
companhias,fre,administrador_declaracao_raca,quantidade_indigena,Quantidade_Indigena,,,int,,10,0,available
companhias,fre,administrador_declaracao_raca,quantidade_amarelo,Quantidade_Amarelo,,,int,,10,0,available
companhias,fre,administrador_declaracao_raca,quantidade_pardo,Quantidade_Pardo,,,int,,10,0,available
companhias,fre,administrador_declaracao_raca,quantidade_sem_resposta,Quantidade_Sem_Resposta,,,int,,10,0,available
companhias,fre,administrador_declaracao_raca,quantidade_branco,Quantidade_Branco,,,int,,10,0,available
companhias,fre,administrador_declaracao_raca,quantidade_outros,Quantidade_Outros,,,int,,10,0,available
companhias,fre,administrador_declaracao_raca,nao_aplicavel,Nao_Aplicavel,,,varchar,1,,,available
companhias,fre,administrador_membro_conselho_fiscal,cargo_eletivo_ocupado,Cargo_Eletivo_Ocupado,Cargo eletivo ocupado,Alfanumérico,varchar,100,,,available
companhias,fre,administrador_membro_conselho_fiscal,cnpj_companhia,CNPJ_Companhia,CNPJ da companhia,Alfanumérico,varchar,20,,,available
companhias,fre,administrador_membro_conselho_fiscal,complemento_cargo_eletivo_ocupado,Complemento_Cargo_Eletivo_Ocupado,Cargo eletivo ocupado (Complemento),Alfanumérico,varchar,100,,,available
companhias,fre,administrador_membro_conselho_fiscal,cpf,CPF,Cadastro de Pessoas Físicas,Alfanumérico,varchar,20,,,available
companhias,fre,administrador_membro_conselho_fiscal,data_eleicao,Data_Eleicao,Data da eleição,AAAA-MM-DD,date,10,,,available
companhias,fre,administrador_membro_conselho_fiscal,data_nascimento,Data_Nascimento,Data de nascimento,AAAA-MM-DD,date,10,,,available
companhias,fre,administrador_membro_conselho_fiscal,data_posse,Data_Posse,Data da posse,AAAA-MM-DD,date,10,,,available
companhias,fre,administrador_membro_conselho_fiscal,data_referencia,Data_Referencia,Data de referência do documento,AAAA-MM-DD,date,10,,,available
companhias,fre,administrador_membro_conselho_fiscal,eleito_controlador,Eleito_Controlador,Indica se foi eleito pelo controlador,S/N,varchar,1,,,available
companhias,fre,administrador_membro_conselho_fiscal,experiencia_profissional,Experiencia_Profissional,Experiência profissional,Alfanumérico,varchar,8000,,,available
companhias,fre,administrador_membro_conselho_fiscal,id_documento,ID_Documento,Identificador do documento,Numérico,int,,10,0,available
companhias,fre,administrador_membro_conselho_fiscal,nome,Nome,Nome da Pessoa Física,Alfanumérico,varchar,100,,,available
companhias,fre,administrador_membro_conselho_fiscal,nome_companhia,Nome_Companhia,Nome da Companhia,Alfanumérico,varchar,100,,,available
companhias,fre,administrador_membro_conselho_fiscal,numero_mandatos_consecutivos,Numero_Mandatos_Consecutivos,Número de mandatos consecutivos,Numérico,smallint,,5,0,available
companhias,fre,administrador_membro_conselho_fiscal,orgao_administracao,Orgao_Administracao,Órgão da administração,Alfanumérico,varchar,100,,,available
companhias,fre,administrador_membro_conselho_fiscal,outro_cargo_funcao,Outro_Cargo_Funcao,Outros cargos e funções exercidas,Alfanumérico,varchar,1000,,,available
